@relation 'AGR_abrupt drift 4*2500 drifted function:1,3,5,7 generators.AgrawalGenerator -i 50 -p 0.1 -b'

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}

@data

56260.419978728496,24253.831001515533,51.0,level0,car17,zipcode6,135000.0,29.0,120274.35322207696,groupB
116327.16536032586,0.0,56.0,level0,car19,zipcode5,135000.0,2.0,114764.86063953495,groupA
82868.78573358394,0.0,51.0,level0,car13,zipcode5,135000.0,11.0,245385.95738884894,groupB
87378.85542014737,0.0,80.0,level2,car5,zipcode5,135000.0,14.0,335521.3462238598,groupA
150000.0,0.0,62.0,level2,car10,zipcode3,135000.0,28.0,226969.9555059424,groupB
116155.86899725834,0.0,29.0,level2,car16,zipcode8,135000.0,18.0,212065.21793065468,groupA
48566.804700966975,18879.446255944225,49.0,level2,car11,zipcode3,135000.0,8.0,301014.6865151578,groupB
86371.33929050808,0.0,28.0,level1,car16,zipcode4,135000.0,27.0,467562.13348263793,groupA
119103.59579730945,0.0,60.0,level4,car2,zipcode5,135000.0,16.0,199968.90635800216,groupB
36518.71418739013,19494.312313142793,63.0,level1,car14,zipcode5,135000.0,29.0,486717.3662448084,groupA
31739.846518716302,64515.89092202711,37.0,level1,car16,zipcode2,135000.0,5.0,500000.0,groupB
119874.86073013327,0.0,77.0,level3,car19,zipcode1,135000.0,16.0,65303.03712532175,groupA
91336.8957355555,0.0,44.0,level1,car3,zipcode8,135000.0,24.0,68392.39228059418,groupB
132021.77064882574,0.0,27.0,level2,car20,zipcode4,135000.0,16.0,182581.9856596435,groupA
110286.36294031289,0.0,44.0,level2,car1,zipcode9,132494.87362950057,22.0,263957.0670851537,groupB
71148.08940581692,0.0,80.0,level1,car18,zipcode4,135000.0,15.0,192175.22999525303,groupA
27081.1522195835,43081.32219804502,52.0,level4,car5,zipcode5,135000.0,1.0,396120.92437687103,groupB
40694.33481477394,19391.683327534123,60.0,level4,car13,zipcode7,135000.0,9.0,152585.80157818677,groupA
34112.798659753826,10914.116736599957,55.0,level0,car3,zipcode1,135000.0,1.0,432783.6206479244,groupB
81246.30509359323,57532.14645444521,75.0,level0,car11,zipcode9,114200.44355565473,15.0,298539.9282726211,groupA
57961.68340881839,27354.11583945192,49.0,level4,car20,zipcode3,135000.0,24.0,412627.89239858306,groupB
54819.053149308595,72132.85209742482,70.0,level2,car4,zipcode7,135000.0,28.0,345371.1663167346,groupA
30317.59087456143,13924.752522121777,53.0,level4,car3,zipcode1,135000.0,6.0,159796.29649818313,groupB
69742.7735599956,54380.82696173403,80.0,level0,car10,zipcode1,135000.0,20.0,190754.33533851852,groupA
97806.22499321068,0.0,36.0,level3,car11,zipcode3,135000.0,7.0,90696.56677960732,groupB
125756.00158067835,0.0,25.0,level3,car5,zipcode1,135000.0,26.0,82439.34854805795,groupA
32469.222306749383,38902.940233335336,48.0,level2,car14,zipcode3,135000.0,6.0,59645.23012199327,groupB
138524.19647380913,0.0,27.0,level3,car4,zipcode6,135000.0,3.0,2635.40252648935,groupA
142536.170823153,0.0,48.0,level3,car18,zipcode8,135000.0,13.0,378573.23927012325,groupB
118474.62214079159,0.0,22.0,level3,car2,zipcode9,91535.70485186813,24.0,156921.01514185657,groupA
20000.0,43798.80724751228,45.0,level4,car2,zipcode3,135000.0,4.0,218519.4023729306,groupB
82893.90364383945,0.0,76.0,level1,car10,zipcode4,135000.0,27.0,459855.5592843891,groupA
49664.92842433151,20369.277643230773,62.0,level0,car9,zipcode4,135000.0,1.0,139481.17063069943,groupB
147011.30041501328,0.0,26.0,level3,car19,zipcode1,135000.0,8.0,338436.00073324906,groupA
116533.72431091854,0.0,60.0,level4,car5,zipcode9,103069.42996650113,5.0,138034.1775563362,groupB
