@relation 'AGR_abrupt drift 4*2500 drifted function:1,3,5,7 generators.AgrawalGenerator -i 20 -p 0.1 -b'

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}

@data

79064.86550349125,0.0,44.0,level3,car17,zipcode7,135000.0,8.0,383344.644041606,groupB
69918.02823616279,0.0,73.0,level0,car16,zipcode7,135000.0,20.0,228061.07464853075,groupA
79061.8589097306,55993.986891349676,49.0,level2,car19,zipcode3,135000.0,8.0,330643.20176878455,groupB
138412.98075061126,0.0,65.0,level4,car10,zipcode5,135000.0,14.0,486172.2404783128,groupA
128866.98668592089,0.0,47.0,level2,car19,zipcode2,135000.0,23.0,393076.8983287552,groupB
62444.63814072379,0.0,59.0,level4,car17,zipcode1,135000.0,11.0,239508.59611097045,groupA
97434.93022574665,0.0,55.0,level4,car15,zipcode1,135000.0,13.0,53737.085460522765,groupB
20000.0,49157.20995944837,67.0,level1,car15,zipcode7,135000.0,8.0,224382.66693726278,groupA
144013.52803528897,0.0,42.0,level4,car3,zipcode2,135000.0,8.0,0.0,groupB
79975.03691259539,0.0,31.0,level0,car16,zipcode2,135000.0,4.0,92665.15663685283,groupA
139990.60271013324,0.0,51.0,level4,car9,zipcode5,135000.0,7.0,192015.5036022997,groupB
31024.512200406883,57713.52714630665,80.0,level2,car6,zipcode1,135000.0,3.0,245462.39858423616,groupA
20000.0,67293.16926191005,38.0,level4,car6,zipcode8,135000.0,24.0,18592.33198444603,groupB
93910.51242643846,0.0,36.0,level2,car8,zipcode3,135000.0,5.0,163028.6308652732,groupA
20000.0,42575.90019431234,36.0,level1,car20,zipcode4,135000.0,22.0,310816.1202539367,groupB
64666.48769909719,15661.44130335677,38.0,level2,car18,zipcode1,135000.0,30.0,372003.63238126587,groupA
30801.843673696014,58545.53919159098,52.0,level0,car13,zipcode7,135000.0,8.0,434969.82409472065,groupB
64443.392769633276,40959.044515054215,25.0,level4,car7,zipcode3,135000.0,1.0,203195.67887109768,groupA
60161.32746862594,56561.9345215749,49.0,level3,car20,zipcode4,135000.0,14.0,368533.2165208287,groupB
22822.83712912529,60733.4609146459,29.0,level3,car7,zipcode1,135000.0,11.0,266966.3425333586,groupA
23415.812463526287,47017.49252969175,44.0,level0,car1,zipcode7,135000.0,24.0,417326.5112800363,groupB
123340.32773910726,0.0,26.0,level0,car9,zipcode7,135000.0,29.0,472831.0448925523,groupA
66590.22839419034,64103.61157276439,53.0,level2,car17,zipcode2,135000.0,18.0,332855.91129514406,groupB
20000.0,23199.216709644286,61.0,level0,car5,zipcode2,135000.0,20.0,86220.10550193503,groupA
45366.966533089144,34690.336977163715,63.0,level3,car3,zipcode7,135000.0,30.0,135622.73420969813,groupB
116487.42981807636,0.0,28.0,level1,car8,zipcode6,135000.0,12.0,81397.38807809228,groupA
79233.6918288541,0.0,48.0,level2,car17,zipcode7,135000.0,26.0,239377.90494740003,groupB
79858.39195017045,0.0,80.0,level3,car18,zipcode7,135000.0,17.0,188235.15716810472,groupA
98013.31094741516,0.0,47.0,level4,car5,zipcode9,116587.66623894675,23.0,225861.44560828083,groupB
150000.0,0.0,74.0,level1,car6,zipcode5,135000.0,13.0,500000.0,groupA
129491.97845068938,0.0,50.0,level0,car9,zipcode3,135000.0,29.0,429872.1031214112,groupB
94044.58597756612,0.0,77.0,level1,car15,zipcode4,135000.0,18.0,119099.86444067323,groupA
25951.09981622446,45698.534398424024,44.0,level4,car10,zipcode6,135000.0,21.0,391764.43919417064,groupB
112214.92972866762,0.0,32.0,level3,car18,zipcode8,135000.0,26.0,314164.3895893161,groupA
43388.95451397472,46523.71226927965,48.0,level1,car11,zipcode9,52410.52880073545,26.0,499079.6758527544,groupB
46829.246005404544,21523.527038166252,69.0,level4,car18,zipcode7,135000.0,2.0,71141.63810260854,groupA
77133.90570724696,74908.22505091348,52.0,level1,car2,zipcode9,94530.7610322897,24.0,265157.5748596397,groupB
104114.64581542781,0.0,72.0,level0,car19,zipcode2,135000.0,19.0,87208.3651085491,groupA
20000.0,70589.78615509941,59.0,level2,car11,zipcode6,135000.0,20.0,12647.386139224092,groupB
108925.512835286,0.0,71.0,level3,car6,zipcode9,132766.44312363828,18.0,170283.54870214724,groupA
143350.42448186886,0.0,43.0,level1,car17,zipcode4,135000.0,3.0,160186.9637945914,groupB
117312.2733205523,0.0,74.0,level1,car1,zipcode1,135000.0,25.0,204424.23135927907,groupA
100224.59942735411,0.0,50.0,level4,car16,zipcode6,135000.0,20.0,383603.1725373291,groupB
58231.26828084581,48825.3125458334,65.0,level3,car15,zipcode1,135000.0,28.0,329401.8707987078,groupA
139641.99002473798,0.0,44.0,level3,car8,zipcode2,135000.0,21.0,47397.15436052426,groupB
125978.1064466538,0.0,77.0,level3,car8,zipcode4,135000.0,20.0,87144.03277403107,groupA
131428.0096691581,0.0,53.0,level4,car6,zipcode7,135000.0,12.0,409810.75980202627,groupB
112480.5605879032,0.0,60.0,level0,car11,zipcode4,135000.0,9.0,213274.41160252562,groupA
54900.989410969654,14121.34024356953,55.0,level1,car9,zipcode6,135000.0,21.0,76790.70439835542,groupB
104078.31943604736,0.0,22.0,level2,car5,zipcode4,135000.0,17.0,377308.74364694295,groupA
92440.86578584657,0.0,42.0,level2,car1,zipcode7,135000.0,30.0,241811.71956892108,groupB
87196.59955577417,0.0,20.0,level3,car13,zipcode9,78593.81278585806,1.0,441641.2136351257,groupA
23040.36478887751,71552.1175872579,55.0,level3,car10,zipcode2,135000.0,26.0,291042.8012272133,groupB
20000.0,28104.341272337195,43.0,level1,car16,zipcode9,45486.39235146913,26.0,143265.24147849053,groupA
87654.82973435853,0.0,52.0,level0,car11,zipcode7,135000.0,27.0,273496.4982294987,groupB
89917.1816317338,0.0,36.0,level0,car19,zipcode8,135000.0,9.0,321175.21894344024,groupA
61529.461736205834,45754.03014685153,38.0,level0,car9,zipcode3,135000.0,23.0,0.0,groupB
150000.0,0.0,27.0,level1,car18,zipcode4,135000.0,10.0,255911.7639353725,groupA
110899.23918675735,0.0,42.0,level3,car12,zipcode3,135000.0,17.0,40015.14704507093,groupB
120556.77630570914,0.0,71.0,level4,car18,zipcode9,111545.8214600357,23.0,322524.7628332007,groupA
26522.32291596489,66897.83759661586,52.0,level1,car16,zipcode4,135000.0,13.0,96786.8237516197,groupB
44631.31037598617,16360.414426153558,75.0,level3,car13,zipcode6,135000.0,14.0,138131.8547464128,groupA
150000.0,0.0,38.0,level1,car19,zipcode5,135000.0,5.0,458492.6846753807,groupB
35926.600032583825,37246.446579043695,23.0,level0,car7,zipcode8,135000.0,28.0,384752.4378657013,groupA
130076.86448634428,0.0,53.0,level0,car20,zipcode8,135000.0,27.0,207182.8603443097,groupB
129347.12538732067,0.0,20.0,level3,car17,zipcode4,135000.0,30.0,417077.74664149387,groupA
123653.04417690648,0.0,53.0,level4,car16,zipcode4,135000.0,23.0,221753.7310387249,groupB
81767.2660015625,0.0,31.0,level1,car5,zipcode4,135000.0,3.0,416663.95758096845,groupA
22939.345563282513,48178.887195291674,42.0,level0,car17,zipcode3,135000.0,14.0,431946.8435644965,groupB
27062.32296141656,53178.01956036537,31.0,level3,car1,zipcode2,135000.0,26.0,258417.1572047143,groupA
72148.53810497449,53758.08514008951,54.0,level2,car3,zipcode8,135000.0,3.0,130879.99241544219,groupB
126504.96214822648,0.0,77.0,level1,car7,zipcode9,118933.04970428304,15.0,16870.39686467048,groupA
106733.84548032447,0.0,59.0,level4,car20,zipcode6,135000.0,5.0,492027.18847658066,groupB
52084.5330158689,10000.0,80.0,level0,car17,zipcode8,135000.0,8.0,397285.3772306998,groupA
127825.46301155044,0.0,41.0,level4,car13,zipcode3,135000.0,4.0,445275.8256516837,groupB
49952.34742330777,37776.08554560896,68.0,level3,car17,zipcode5,135000.0,20.0,388375.96108037914,groupA
87151.35672891993,0.0,56.0,level1,car10,zipcode4,135000.0,18.0,12750.68711578194,groupB
94114.27781165691,0.0,37.0,level0,car10,zipcode7,135000.0,26.0,102992.42979267008,groupA
64099.8106073191,73867.95577009297,46.0,level0,car5,zipcode4,135000.0,7.0,362919.56488918007,groupB
72567.88607513529,52662.664388171775,23.0,level4,car13,zipcode3,135000.0,28.0,40667.277195879564,groupA
76591.74077692223,37826.8146660497,52.0,level3,car12,zipcode3,135000.0,19.0,192787.20175426302,groupB
36963.082968418115,63450.21220470789,22.0,level0,car9,zipcode5,135000.0,1.0,251478.53256348873,groupA
118987.70184920495,0.0,57.0,level3,car9,zipcode6,135000.0,15.0,389200.01910099696,groupB
116039.94041231295,0.0,72.0,level1,car3,zipcode8,135000.0,11.0,114692.26065705638,groupA
33316.704552334726,40003.177824403756,42.0,level0,car2,zipcode1,135000.0,30.0,408375.7933910407,groupB
128243.8797382531,0.0,68.0,level0,car5,zipcode3,135000.0,12.0,319818.9587851677,groupA
125219.23268111036,0.0,46.0,level0,car5,zipcode9,57285.601510617045,3.0,394984.81418030174,groupB
148375.27996399545,0.0,40.0,level4,car6,zipcode4,135000.0,23.0,13005.237252977375,groupA
111795.30585021937,0.0,40.0,level1,car16,zipcode4,135000.0,3.0,321928.23042020167,groupB
127356.52771526077,0.0,64.0,level1,car15,zipcode2,135000.0,22.0,488083.2990198339,groupA
58209.36395500974,26285.216627327376,52.0,level2,car2,zipcode1,135000.0,11.0,406459.43528932735,groupB
109503.83528932989,0.0,63.0,level4,car9,zipcode7,135000.0,19.0,303578.77772526856,groupA
25872.115445282318,49260.935302055885,50.0,level1,car17,zipcode4,135000.0,3.0,369544.91527026764,groupB
129598.11639540798,0.0,64.0,level4,car11,zipcode4,135000.0,21.0,354403.8996870669,groupA
98554.32016865937,0.0,44.0,level3,car10,zipcode5,135000.0,13.0,229845.52108638035,groupB
55245.17225392133,18901.21828372284,70.0,level4,car3,zipcode9,83911.33186072226,21.0,226077.77289018908,groupA
82153.4773356915,0.0,55.0,level4,car9,zipcode6,135000.0,10.0,212538.05430021882,groupB
96636.2044437631,0.0,66.0,level1,car12,zipcode3,135000.0,22.0,383619.1634271935,groupA
76769.4498467441,47772.07839282657,53.0,level0,car5,zipcode6,135000.0,8.0,293416.4093723427,groupB
96916.06847398684,0.0,34.0,level0,car13,zipcode8,135000.0,17.0,0.0,groupA
135545.1080795719,0.0,49.0,level2,car17,zipcode9,130088.23863091828,8.0,598.7072291454751,groupB
32176.069839761614,40496.97490868519,38.0,level3,car8,zipcode3,135000.0,2.0,293395.6049717023,groupA
76847.09513966007,16053.856022481501,53.0,level3,car5,zipcode2,135000.0,26.0,123547.42601522287,groupB
139064.26693750112,0.0,73.0,level3,car11,zipcode2,135000.0,17.0,416963.96081972553,groupA
57502.898868963974,72774.4715793108,39.0,level1,car1,zipcode3,135000.0,25.0,33140.048237337534,groupB
55659.71149112507,70449.29115359652,62.0,level4,car8,zipcode1,135000.0,1.0,436569.4221023433,groupA
43758.98040285118,69818.89783926103,60.0,level2,car19,zipcode8,135000.0,26.0,320255.16392421693,groupB
150000.0,0.0,39.0,level0,car5,zipcode6,135000.0,19.0,25442.190765687614,groupA
115335.6804194243,0.0,55.0,level0,car16,zipcode4,135000.0,17.0,45667.909756296256,groupB
136788.52949903806,0.0,67.0,level2,car18,zipcode9,107206.79550502422,8.0,372179.557338132,groupA
120695.14209470083,0.0,55.0,level0,car1,zipcode4,135000.0,25.0,148194.61122033207,groupB
113022.22679346957,0.0,20.0,level2,car17,zipcode4,135000.0,1.0,228780.33839642536,groupA
146499.95324290317,0.0,44.0,level1,car8,zipcode1,135000.0,13.0,74612.05386620556,groupB
108529.48299942841,0.0,35.0,level2,car5,zipcode1,135000.0,15.0,150507.016300938,groupA
87310.23563891822,0.0,54.0,level0,car4,zipcode9,53998.43250342236,20.0,447012.32140422304,groupB
65008.95469778453,57740.03301799132,33.0,level1,car13,zipcode5,135000.0,7.0,221493.21401716647,groupA
82222.00113285739,0.0,47.0,level2,car14,zipcode9,48802.2619667467,25.0,421323.9280273905,groupB
77347.13367750327,0.0,78.0,level2,car6,zipcode4,135000.0,5.0,307157.2163073017,groupA
54868.66637573916,53328.251734487465,48.0,level4,car5,zipcode6,135000.0,23.0,208634.60480382302,groupB
150000.0,0.0,20.0,level1,car20,zipcode7,135000.0,21.0,448053.5763185687,groupA
81137.33794326063,0.0,46.0,level1,car6,zipcode8,135000.0,3.0,36867.11280927232,groupB
98003.62578852089,0.0,24.0,level4,car15,zipcode8,129348.91001434241,24.0,465617.0154980712,groupA
70578.75209320428,24274.906853487668,52.0,level0,car1,zipcode7,135000.0,15.0,63781.56709893031,groupB
135256.7330651407,0.0,36.0,level4,car14,zipcode1,135000.0,15.0,152646.1160603756,groupA
110223.36954465318,0.0,44.0,level4,car1,zipcode6,135000.0,18.0,445464.68197062874,groupB
128855.3316699123,0.0,68.0,level2,car18,zipcode7,135000.0,9.0,217975.85139192533,groupA
130486.42055328043,0.0,51.0,level2,car4,zipcode3,135000.0,27.0,80842.36498628402,groupB
81367.006290132,54790.36813493379,72.0,level3,car17,zipcode7,135000.0,15.0,327234.8493142865,groupA
23096.47704027796,63004.45950540145,50.0,level0,car15,zipcode6,135000.0,28.0,295596.26269361365,groupB
126874.7741164061,0.0,20.0,level0,car8,zipcode1,135000.0,9.0,357534.4526789661,groupA
43682.96038318224,23723.16699863819,45.0,level1,car9,zipcode4,135000.0,14.0,160936.65502074582,groupB
29330.941862006268,51034.19564975577,25.0,level4,car15,zipcode2,135000.0,2.0,239547.68111831293,groupA
72888.38020826064,0.0,49.0,level1,car2,zipcode7,135000.0,2.0,355431.2901972513,groupB
83482.94914228942,0.0,27.0,level1,car8,zipcode5,135000.0,8.0,445908.6073696469,groupA
139074.1835838103,0.0,51.0,level3,car9,zipcode8,135000.0,13.0,432685.8871017634,groupB
23619.150923745638,75000.0,38.0,level3,car1,zipcode8,135000.0,30.0,54364.492707193196,groupA
34312.724911000296,51885.07825297994,51.0,level3,car20,zipcode8,135000.0,29.0,344355.84771623445,groupB
137254.49956574972,0.0,67.0,level0,car2,zipcode5,135000.0,5.0,403604.3688860965,groupA
40080.71486688573,31760.295528722745,54.0,level0,car12,zipcode5,135000.0,1.0,238697.05005848012,groupB
44498.965926844336,27499.240998564434,24.0,level1,car8,zipcode2,135000.0,26.0,169195.432736192,groupA
77150.74679097752,0.0,57.0,level3,car4,zipcode1,135000.0,19.0,116370.12944602763,groupB
27909.232034565535,69744.68522910944,20.0,level4,car15,zipcode3,135000.0,5.0,302065.0469752103,groupA
108392.74261434878,0.0,41.0,level2,car18,zipcode3,135000.0,19.0,441651.0486519517,groupB
96650.88608761696,0.0,38.0,level0,car10,zipcode5,135000.0,13.0,500000.0,groupA
23888.567928269105,22391.311504704383,43.0,level2,car19,zipcode5,135000.0,2.0,89849.91387329687,groupB
48044.000491340346,20134.988586571446,20.0,level2,car1,zipcode7,135000.0,19.0,484809.3437956685,groupA
58674.57471489881,46796.9617162947,52.0,level3,car2,zipcode8,117336.25110529637,23.0,380403.4680252251,groupB
67227.59564772328,53672.95801100392,78.0,level2,car3,zipcode9,111866.71375779342,26.0,346567.41282037913,groupA
40120.72650331482,10000.0,44.0,level0,car4,zipcode2,135000.0,5.0,168234.70875803815,groupB
30357.943244747185,46469.98082047984,20.0,level0,car9,zipcode2,135000.0,30.0,86206.35107918226,groupA
121111.88799740766,0.0,61.0,level2,car9,zipcode8,135000.0,5.0,378826.9099499616,groupB
77663.07035378799,55318.51834446855,65.0,level2,car15,zipcode4,135000.0,7.0,196271.21698104867,groupA
89423.33943192704,0.0,50.0,level2,car20,zipcode8,135000.0,9.0,67378.29753458955,groupB
99558.70739775234,0.0,42.0,level0,car11,zipcode2,135000.0,20.0,0.0,groupA
64482.45619101592,66362.16480674516,49.0,level3,car7,zipcode4,135000.0,19.0,0.0,groupB
136935.18948038225,0.0,20.0,level4,car20,zipcode3,135000.0,27.0,77574.4085353307,groupA
63731.41466938781,62439.59830524318,55.0,level4,car11,zipcode2,135000.0,3.0,66783.79416581849,groupB
71560.7369139013,50567.21018387368,43.0,level3,car8,zipcode3,135000.0,1.0,221343.3555761193,groupA
150000.0,0.0,52.0,level2,car9,zipcode8,135000.0,8.0,72870.0770576477,groupB
43457.506229287086,50991.593136726544,66.0,level2,car9,zipcode7,135000.0,16.0,168245.43948821805,groupA
132753.0758493503,0.0,36.0,level3,car2,zipcode5,135000.0,2.0,141503.17194542158,groupB
62570.10731386418,60142.05910338761,79.0,level1,car18,zipcode4,135000.0,24.0,250154.92532480293,groupA
116136.65256031789,0.0,51.0,level3,car20,zipcode3,135000.0,4.0,9516.759119578486,groupB
38966.16159941978,55887.79500984491,20.0,level3,car16,zipcode6,135000.0,8.0,268861.82788014325,groupA
98594.23423827537,0.0,44.0,level4,car12,zipcode7,135000.0,6.0,453525.9827912879,groupB
115717.03483917654,0.0,59.0,level1,car7,zipcode7,135000.0,19.0,133368.0309591628,groupA
114173.72585661607,0.0,35.0,level0,car3,zipcode5,135000.0,11.0,311726.44335798733,groupB
85138.86106790265,0.0,72.0,level2,car6,zipcode1,135000.0,9.0,250357.68346726082,groupA
56077.70046797052,15704.732552522364,49.0,level4,car3,zipcode9,99569.4240752534,4.0,412083.7847161374,groupB
45701.761900783036,57588.241059929984,73.0,level2,car4,zipcode9,118122.8079329118,5.0,287908.1147189367,groupA
34578.06316866468,43918.44637544945,44.0,level2,car11,zipcode9,51501.27629357495,10.0,126009.40906558635,groupB
81100.05705425318,0.0,33.0,level2,car12,zipcode7,135000.0,15.0,38170.28015976729,groupA
150000.0,0.0,41.0,level3,car7,zipcode8,135000.0,23.0,380527.06744284416,groupB
135634.34447865453,0.0,28.0,level3,car19,zipcode4,135000.0,20.0,161228.8104296973,groupA
129868.35601555377,0.0,40.0,level4,car4,zipcode5,135000.0,30.0,16487.6589726359,groupB
82822.27528387842,0.0,29.0,level0,car9,zipcode8,135000.0,21.0,4321.765894423737,groupA
66082.04967277111,65408.832764720566,60.0,level3,car10,zipcode3,135000.0,8.0,67894.72287789002,groupB
122196.52130785862,0.0,21.0,level2,car19,zipcode8,135000.0,10.0,99344.86789758761,groupA
142721.73129355992,0.0,45.0,level0,car16,zipcode3,135000.0,19.0,261556.73580919928,groupB
93960.71079425325,0.0,25.0,level2,car16,zipcode9,65018.558856249794,14.0,148699.20713048158,groupA
84523.88922906309,0.0,55.0,level1,car10,zipcode2,135000.0,27.0,258394.4201766636,groupB
128999.48549744546,0.0,22.0,level4,car15,zipcode3,135000.0,9.0,348079.84485241317,groupA
59404.63709501704,43777.454490591146,54.0,level1,car5,zipcode7,135000.0,22.0,94898.8917789677,groupB
150000.0,0.0,76.0,level2,car16,zipcode6,135000.0,26.0,263269.0465650559,groupA
133525.12277928853,0.0,48.0,level3,car5,zipcode2,135000.0,11.0,500000.0,groupB
79288.6413138095,0.0,24.0,level1,car3,zipcode1,135000.0,6.0,303228.9165583744,groupA
115609.50756547647,0.0,50.0,level0,car5,zipcode3,135000.0,10.0,299382.09333426546,groupB
28022.80015253193,22870.63814312897,70.0,level4,car18,zipcode5,135000.0,1.0,155578.49291104812,groupA
89884.36296547097,0.0,46.0,level3,car14,zipcode2,135000.0,15.0,332907.7879421754,groupB
76192.03518347474,0.0,79.0,level1,car9,zipcode5,135000.0,17.0,360135.69289766287,groupA
24424.441136422727,68056.3988044332,50.0,level4,car15,zipcode6,135000.0,22.0,460978.11520746746,groupB
41048.4422441856,56595.08468269408,67.0,level0,car13,zipcode2,135000.0,14.0,187398.26142699475,groupA
29414.812564502874,43329.1653381544,41.0,level2,car12,zipcode8,135000.0,25.0,70363.42374860251,groupB
30510.656201997663,15146.860166819517,80.0,level1,car10,zipcode3,135000.0,30.0,124371.94500965552,groupA
56256.31328012171,34307.237701540595,45.0,level0,car16,zipcode5,135000.0,1.0,293329.65326580906,groupB
74256.32943975201,53803.58852416021,80.0,level3,car11,zipcode2,135000.0,22.0,500000.0,groupA
97660.64545458401,0.0,50.0,level0,car4,zipcode8,135000.0,12.0,167587.14300659718,groupB
84253.75971581222,16523.317125128964,66.0,level4,car6,zipcode5,135000.0,9.0,342720.5473931318,groupA
30349.540711162488,31573.65045685814,40.0,level1,car3,zipcode3,135000.0,17.0,463042.3479301504,groupB
53998.07511223161,51386.36696802936,20.0,level1,car8,zipcode2,135000.0,26.0,108557.09403256566,groupA
52792.07757431331,38114.036410584624,51.0,level0,car3,zipcode6,135000.0,13.0,235123.04099776444,groupB
115388.41626089578,0.0,72.0,level3,car5,zipcode9,115503.64943458464,12.0,48431.94024542371,groupA
54266.43747282446,58029.632678016285,37.0,level4,car6,zipcode3,135000.0,4.0,0.0,groupB
132508.3819882014,0.0,26.0,level1,car16,zipcode4,135000.0,1.0,0.0,groupA
123806.8909461434,0.0,58.0,level2,car10,zipcode1,135000.0,18.0,462182.8802629386,groupB
117655.11249348166,0.0,59.0,level1,car17,zipcode2,135000.0,15.0,443629.4502092408,groupA
80220.1250678375,0.0,44.0,level0,car4,zipcode9,131810.39976060495,13.0,500000.0,groupB
