@relation 'AGR_abrupt drift 4*2500 drifted function:1,3,5,7 generators.AgrawalGenerator -i 40 -p 0.1 -b'

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}

@data

22621.583428231083,27479.697378949095,46.0,level0,car9,zipcode9,79149.83637483453,11.0,178888.9563380794,groupB
118146.0814772093,0.0,67.0,level1,car12,zipcode7,135000.0,25.0,435238.14432442037,groupA
142583.2321949836,0.0,45.0,level1,car9,zipcode4,135000.0,20.0,465752.433619913,groupB
150000.0,0.0,23.0,level4,car17,zipcode7,135000.0,18.0,211540.40527180966,groupA
144218.07996217956,0.0,49.0,level4,car19,zipcode7,135000.0,14.0,239960.41246586593,groupB
114412.90648730047,0.0,20.0,level3,car13,zipcode2,135000.0,30.0,336900.49663065874,groupA
72877.51376852968,59191.41439239701,59.0,level2,car3,zipcode1,135000.0,27.0,338004.57127538044,groupB
109707.44739061478,0.0,21.0,level0,car20,zipcode6,135000.0,13.0,419796.2871022652,groupA
80163.07967703474,0.0,49.0,level4,car18,zipcode4,135000.0,23.0,17763.706084654612,groupB
133560.3823536936,0.0,40.0,level0,car7,zipcode3,135000.0,12.0,446942.92586651904,groupA
113703.48117120712,0.0,46.0,level3,car6,zipcode4,135000.0,18.0,433902.59774608514,groupB
79304.99182096611,0.0,56.0,level0,car5,zipcode9,65392.68947393443,1.0,221367.4320434363,groupA
20000.0,65071.31874771851,52.0,level4,car18,zipcode2,135000.0,18.0,469451.09363749577,groupB
40944.499512657356,73684.49555233527,33.0,level0,car7,zipcode6,135000.0,7.0,183860.46190996503,groupA
55831.13702030147,42791.1038186419,51.0,level3,car19,zipcode5,135000.0,27.0,118111.51449429704,groupB
67841.41153351181,16796.651187545216,80.0,level0,car15,zipcode7,135000.0,26.0,28639.274817406673,groupA
103283.31207701426,0.0,54.0,level4,car3,zipcode1,135000.0,7.0,49870.977394602625,groupB
127839.65435617667,0.0,31.0,level3,car3,zipcode9,70451.40930190857,10.0,213119.41800766977,groupA
57272.787986022355,67381.88335515943,51.0,level0,car17,zipcode5,135000.0,3.0,219818.72677882633,groupB
27689.66101284192,23215.45402447269,41.0,level4,car2,zipcode5,135000.0,26.0,194633.45182588222,groupA
122861.14757337261,0.0,60.0,level3,car20,zipcode7,135000.0,6.0,330304.0624284349,groupB
61584.434854704305,10000.0,65.0,level4,car17,zipcode3,135000.0,7.0,77993.83553264177,groupA
34993.163307860086,52224.206010882175,47.0,level4,car7,zipcode7,135000.0,2.0,346873.90298912325,groupB
85487.15435029606,0.0,35.0,level4,car10,zipcode9,75294.84493315619,9.0,235654.2609116073,groupA
60623.72606912516,42795.374638484514,58.0,level2,car5,zipcode5,135000.0,17.0,408228.5449666122,groupB
140678.4809093925,0.0,61.0,level4,car2,zipcode7,135000.0,1.0,101718.63464052307,groupA
97719.75491908875,0.0,54.0,level3,car15,zipcode6,135000.0,30.0,414812.6611305803,groupB
77455.45008334666,0.0,67.0,level3,car14,zipcode2,135000.0,8.0,500000.0,groupA
111600.12117776826,0.0,54.0,level1,car2,zipcode1,135000.0,30.0,157419.75768751054,groupB
120426.97276493802,0.0,32.0,level1,car12,zipcode2,135000.0,15.0,62589.275209274616,groupA
100404.68369521524,0.0,46.0,level0,car1,zipcode2,135000.0,22.0,241543.78528614214,groupB
75971.65288151779,0.0,35.0,level2,car1,zipcode4,135000.0,24.0,81504.7874224345,groupA
118203.07070130305,0.0,36.0,level3,car7,zipcode8,135000.0,1.0,189727.74877696708,groupB
150000.0,0.0,28.0,level4,car1,zipcode8,113707.75189689011,10.0,442039.36582153646,groupA
74746.6333800569,0.0,50.0,level1,car20,zipcode3,135000.0,4.0,482219.4210108316,groupB
31068.171413023232,74185.43082306016,75.0,level0,car9,zipcode2,135000.0,6.0,64874.49102500742,groupA
33277.04508710945,37920.82311113474,64.0,level1,car20,zipcode8,135000.0,25.0,60812.00557029552,groupB
78939.97006553202,0.0,43.0,level0,car14,zipcode9,61149.083623829036,11.0,217092.1256428728,groupA
99929.63406135028,0.0,53.0,level0,car4,zipcode5,135000.0,7.0,399165.9167894999,groupB
67236.63383018994,30637.95594279308,31.0,level1,car5,zipcode9,135000.0,22.0,0.0,groupA
79928.96923649187,0.0,46.0,level2,car14,zipcode8,115937.29983301832,2.0,35042.56070467526,groupB
108322.601259968,0.0,80.0,level4,car5,zipcode1,135000.0,10.0,500000.0,groupA
80487.3214214927,35361.937322103804,52.0,level0,car19,zipcode6,135000.0,29.0,157977.0816868041,groupB
