@relation 'RBF_region drift, 10/50 centriod drifted, speed 0.01 generators.RandomRBFGeneratorDrift -s 0.01 -k 10 -r 0 -i 0'

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute class {class1,class2}

@data

0.06953522905341111,0.3316400265471951,0.7079747001719823,0.1740798640872546,0.6960248608706453,0.7130238400665296,0.13729730063464207,-0.05749147169253151,0.061949641725320956,0.8332228333911459,class2
0.7055599749945967,0.324629216328798,0.6516044374960163,0.8781041124376772,0.7587824397929375,0.10086807181298456,0.0969971706900959,0.3085420648420096,0.5755552269221649,0.3825374985686713,class2
0.8182313637249944,0.7046990264662332,0.5566902949031406,0.34903282467118146,0.6363296293522062,-0.014955797898589623,0.21570741300570623,0.7484266963668293,0.9989206926131475,0.4506200076260518,class1
-0.08025878088158156,0.032075510190524625,-0.045316307386769034,0.7175094162097866,1.1109193949402345,-0.2381276801402175,1.3858715946842204,0.4496412064040155,-0.2306320323959229,0.40640011810398996,class1
0.4697346511283791,0.6528906008433061,0.54692714890413,0.28852407327585355,0.13970981056716214,0.7976125209584399,0.9364204212431549,0.7327045335061205,0.13800511637117258,0.5587144597027613,class2
0.4865809749253934,0.2979420492952018,0.5869319551838397,0.2596904299475435,1.0600550804244337,0.4058096655996103,0.418853607931866,0.005101142004368953,0.09773910304315712,0.5774661365053692,class1
0.2185934405204925,0.6006321553964377,0.5587923716921455,0.7615943546059061,0.2181768475689307,0.9621732690811886,0.4826958790524805,0.3898733699367768,0.5973521500812721,0.24114644679106195,class2
0.5526573815373179,0.4331006296889802,0.6200875796324588,0.32360209162955045,0.22383579540378218,0.26165687958616196,0.19472882202508165,0.31647124186139064,0.6376146987370134,0.026364050465192176,class1
0.8582589392151068,0.11030647807335915,0.7555799052426648,0.7643807023161913,0.6758858361158816,0.07661066821195489,0.8400985245660838,0.29822202219474014,0.9076979216683891,0.883951667599711,class1
0.9099025286214444,0.8183064846980244,0.6849145408365823,0.11086818434557198,1.0413345539634182,0.9800096497577194,1.1037057399379988,0.04417487663319149,0.045395042574650116,0.5072342267348916,class1
0.2659827427447423,0.8086394384919918,0.5375948940459067,0.1531894951243581,0.8054118358514506,0.14343607474498604,0.3544149745777572,0.963377430334229,0.422318349856474,0.7369917072460833,class1
0.7841413197832486,0.6976301364314014,0.6085641678427655,0.0551448124483744,0.6505172200369166,0.8119685413239569,0.28957946251987765,0.2735134918026274,0.5006953216696617,0.37454775557182557,class1
0.33872480121699067,0.47106854764760153,0.7876002805167382,0.18673103638629301,-0.035099282851902024,0.6046202200478491,0.7547886592905293,0.6942062627563729,0.11114237476768274,0.29863598809686726,class2
0.894843158077171,0.6305133206046669,0.9637094503865853,0.7848109683474794,0.5586761292945617,0.08223411083011868,0.32273891796448334,0.238574380278165,0.09202882389905619,0.48297752956515866,class1
0.1521157574749543,0.6798913711028083,0.351782345657821,0.4302584012238807,1.0276372193307657,-0.12644321212497484,-0.02517611071721626,0.2728687827319119,-0.05239550970808643,0.8724449000106087,class1
0.10630683936486468,0.157298465033692,0.1611897193129434,0.9042206331027908,0.7635655760200276,0.13408943333260995,0.938044879054603,0.010438521157997229,0.2184972844354244,0.6584400885883998,class2
0.14044559185449867,0.42212616120745844,0.35596987206176245,0.6090772561566461,0.034681540592060786,0.13918818348934311,0.3284346841302551,0.3894689149090349,0.7356053590707522,-0.09329613977039733,class1
0.6218658929959303,0.5236384686537441,1.06105996122196,0.777203788639028,0.27887612931796607,0.009225896130084295,0.24135350545599074,0.1493434392662601,0.23176112170520985,0.9570766031015945,class1
0.5489806932500663,0.5193211335408334,0.5935829349742949,0.2652038124795885,0.6083133454572849,0.08843191589107062,0.8530012854477071,0.8086187811720945,0.2901411791247177,0.4431295489908271,class2
0.3033290903427755,0.8718018205193409,0.9915229107027799,0.02866223112371582,0.41807710553842975,0.9268749943629196,0.7829377336638408,0.9404091200554294,0.9545783986654334,0.23251175081267608,class2
0.9964761759949214,0.4936530499742536,0.6313340256816069,-0.018575141556151475,0.9940260470944284,0.7684528479501783,0.7917381087423783,0.25572527913632515,0.16549958429561884,0.3040408905486611,class1
0.7391608698909795,0.41250736962930723,0.3562259898626396,0.3698401686970529,0.24918336048613465,0.5487867112220098,0.8934665111681566,0.1804368806476092,0.7580683300951316,0.6858600346609749,class2
0.31188007514105104,0.7329945899282213,0.41363827818999777,0.10154665773320604,0.5106840517264343,0.802239218011039,0.651588352981521,0.663421012794682,0.46241776834644244,0.8129038064992192,class1
0.6898753115957466,0.3906264393127078,0.6970920494318174,0.97546178753453,0.6775508749400524,0.8194087227619105,0.15577926245968468,0.06273381439182822,0.3149171759261029,0.8400151821845645,class2
0.8160845070223367,0.2680838436618823,0.7111864514692172,0.6156983371183173,0.6687735607762417,0.3715526443354928,0.43141513531123177,0.9018619855982535,0.9834550787294666,0.9512117420854818,class1
0.30808505991669966,0.7520143977412231,0.4353762438552248,0.10188923916535372,0.5144902571281921,0.8158073985191137,0.6604739971448041,0.6825775164864897,0.4791812029051242,0.8093277453028662,class1
0.3199353858591426,0.7557844037173996,0.4263957973661528,0.0962047944857441,0.510668363144315,0.8138739638477034,0.6645416558369613,0.6893056872060557,0.4796160845807386,0.8204164303286287,class1
0.22186514428938162,0.9527729150982491,0.3700989039085384,0.4802999367865263,0.8410812320509977,0.15363293657846555,0.060849721469388135,0.577021063464545,0.02911800222691729,0.38236490875615714,class1
0.4988750014220015,0.4673205482953024,0.014525788847177916,0.6736733090076762,0.19385774158023555,0.3566896032269729,0.2774627375580044,1.0089418046122063,0.29768959656369076,1.1915865459157762,class2
0.30421249066355227,0.5936515129543761,0.12371660375777091,0.11729680300306626,0.0911171121252214,0.14774081204122083,0.3308024960674807,0.6014848886948124,0.7655573569294322,0.22632744436260566,class1
0.2632285560782811,0.5786437210141555,0.4389805874339755,0.3954568832133215,0.8600859263957723,0.7128772548391189,0.01937850925909511,0.8697820479200981,0.7978650106441304,0.9355666008982157,class1
0.768858719809704,0.3619823765861884,0.6347846357880071,0.8389497335752227,0.7737659419783397,0.14720338339157094,0.08422640858523416,0.2630803065403544,0.5508728014122222,0.3932089550357208,class2
