@relation 'AGR_abrupt drift 4*2500 drifted function:1,3,5,7 generators.AgrawalGenerator -i 0 -p 0.1 -b'

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}

@data

108597.99268994105,0.0,50.0,level2,car16,zipcode3,135000.0,7.0,358364.9962262004,groupB
138005.3074286741,0.0,74.0,level2,car3,zipcode5,135000.0,8.0,471170.6071907942,groupA
150000.0,0.0,45.0,level2,car10,zipcode1,135000.0,16.0,130053.94891941192,groupB
58639.05191557101,58512.90276898167,62.0,level2,car12,zipcode7,135000.0,9.0,52733.98400480506,groupA
69530.76465836134,50779.21611925206,39.0,level3,car14,zipcode1,135000.0,8.0,494338.5092156184,groupB
150000.0,0.0,33.0,level2,car19,zipcode7,135000.0,19.0,200771.38041336648,groupA
48435.96895380095,66715.0220101205,40.0,level2,car1,zipcode2,135000.0,14.0,131780.04295645148,groupB
66563.06869135714,67870.84341226764,73.0,level2,car9,zipcode1,135000.0,7.0,174278.41826789244,groupA
31835.294674723613,10000.0,50.0,level1,car2,zipcode4,135000.0,23.0,65274.46377425914,groupB
42296.61450295903,15849.766484262133,20.0,level4,car19,zipcode5,135000.0,27.0,69175.51872653207,groupA
39988.69037297387,23663.634306362306,52.0,level0,car18,zipcode3,135000.0,18.0,56202.96716016882,groupB
119103.1048568861,0.0,77.0,level3,car10,zipcode8,135000.0,13.0,288719.7479392422,groupA
96211.23677328917,0.0,41.0,level2,car1,zipcode1,135000.0,30.0,444872.67082314636,groupB
72055.90744224182,55021.30757555627,74.0,level0,car5,zipcode7,135000.0,29.0,142883.1017997587,groupA
108403.21591485651,0.0,54.0,level4,car1,zipcode7,135000.0,16.0,42365.60983449331,groupB
113501.5730831176,0.0,76.0,level1,car8,zipcode5,135000.0,21.0,86370.58653293976,groupA
139326.6323304415,0.0,52.0,level1,car15,zipcode3,135000.0,30.0,144786.6700282265,groupB
116552.01177491175,0.0,78.0,level3,car19,zipcode8,135000.0,24.0,0.0,groupA
44400.78451017516,33437.71871238178,58.0,level3,car3,zipcode7,135000.0,2.0,289015.3324823491,groupB
150000.0,0.0,70.0,level3,car6,zipcode9,135000.0,8.0,251073.0213916846,groupA
142353.28107104488,0.0,59.0,level3,car12,zipcode1,135000.0,4.0,180196.70599734396,groupB
72266.2830143598,0.0,28.0,level2,car10,zipcode7,135000.0,7.0,406487.125079045,groupA
120599.42146978111,0.0,55.0,level1,car12,zipcode2,135000.0,3.0,104503.64040831139,groupB
106233.4051976954,0.0,75.0,level1,car20,zipcode6,135000.0,16.0,91467.46537702894,groupA
104847.30643795563,0.0,64.0,level3,car20,zipcode2,135000.0,19.0,366919.4740266289,groupB
58774.624615785215,36503.26515634153,30.0,level0,car1,zipcode5,135000.0,14.0,281424.9221325391,groupA
87051.08483867426,0.0,46.0,level1,car3,zipcode9,70102.49130504162,12.0,339132.1626121189,groupB
113412.47293323276,0.0,59.0,level0,car10,zipcode3,135000.0,12.0,102822.57404839313,groupA
67532.68485930051,28772.987525519384,42.0,level2,car8,zipcode8,135000.0,21.0,500000.0,groupB
73357.87914060958,0.0,74.0,level4,car11,zipcode1,135000.0,24.0,58892.15555359146,groupA
39874.94749335631,25320.55562029135,45.0,level4,car18,zipcode2,135000.0,18.0,446905.0020978441,groupB
47893.145191394644,67173.08671054638,39.0,level2,car20,zipcode7,135000.0,22.0,142595.19462834968,groupA
103589.81150205046,0.0,44.0,level1,car20,zipcode1,135000.0,25.0,254848.0180407677,groupB
49110.72570296041,20426.10485286714,34.0,level1,car9,zipcode1,135000.0,24.0,209054.38431101892,groupA
44863.71445617711,35861.46410381496,46.0,level3,car18,zipcode6,135000.0,20.0,397612.10932490235,groupB
45679.99554202121,71029.80670356998,37.0,level3,car2,zipcode7,135000.0,14.0,61926.32010305196,groupA
32141.851149637747,24801.172365571325,47.0,level1,car4,zipcode1,135000.0,12.0,311533.7857514858,groupB
135590.92147753312,0.0,26.0,level3,car16,zipcode6,135000.0,20.0,263003.8341058999,groupA
31733.967878550375,71874.86869556646,53.0,level2,car15,zipcode8,98207.68080533801,23.0,386395.2188478865,groupB
141544.49597109595,0.0,21.0,level1,car13,zipcode7,135000.0,2.0,55443.831624936836,groupA
69654.3420925707,64895.34254975883,44.0,level0,car19,zipcode4,135000.0,15.0,232229.60912726907,groupB
77877.78265991608,37151.862130697016,62.0,level1,car13,zipcode9,117773.4208491761,14.0,481715.7523520777,groupA
36262.863674049135,16450.274790769115,61.0,level2,car1,zipcode2,135000.0,27.0,428025.25064066716,groupB
103664.36729755191,0.0,64.0,level4,car5,zipcode5,135000.0,12.0,470900.5420526149,groupA
149333.12857778554,0.0,39.0,level4,car4,zipcode5,135000.0,25.0,486712.7620023157,groupB
81378.82403128117,0.0,37.0,level4,car17,zipcode9,59687.507443540395,9.0,372785.19398707885,groupA
71698.47139745075,71098.27187141488,58.0,level2,car17,zipcode4,135000.0,28.0,396157.5953559834,groupB
150000.0,0.0,20.0,level1,car12,zipcode9,54954.69667773452,17.0,250039.81395741404,groupA
72541.70183117535,44985.76724673772,48.0,level2,car11,zipcode7,135000.0,9.0,408853.90132927545,groupB
125937.28983730548,0.0,56.0,level3,car1,zipcode9,133447.17498201705,10.0,186529.177459972,groupA
142258.41469626807,0.0,49.0,level2,car4,zipcode1,135000.0,20.0,73940.99122070894,groupB
85330.53754114395,0.0,32.0,level1,car16,zipcode7,135000.0,29.0,42022.5057474824,groupA
