@relation noaa

@attribute Temperature numeric
@attribute DewPoint numeric
@attribute SeaLevelPressure numeric
@attribute Visibility numeric
@attribute AverageWindSpeed numeric
@attribute MaximumSustainedWindSpeed numeric
@attribute MaximumTemperature numeric
@attribute MinimumTemperature numeric
@attribute class {TRUE,FALSE}

@data
29.0,25.77777777777778,994.4,99.4,8.7,14.0,31.277777777777775,26.77777777777778,FALSE
28.111111111111107,25.27777777777778,996.5,91.6,7.4,9.9,29.611111111111107,24.611111111111107,FALSE
30.0,27.333333333333336,997.0,99.4,4.4,7.0,32.388888888888886,27.388888888888886,FALSE
29.944444444444446,26.999999999999996,994.9,99.4,7.1,9.9,31.77777777777778,28.000000000000004,FALSE
30.0,27.22222222222222,995.1,99.4,7.3,14.0,32.388888888888886,26.77777777777778,TRUE
28.166666666666668,26.944444444444443,994.9,94.2,3.7,8.9,30.222222222222225,26.77777777777778,FALSE
30.611111111111107,27.944444444444443,993.8,99.4,3.5,9.9,33.5,27.388888888888886,TRUE
30.444444444444443,27.22222222222222,994.6,99.4,13.0,22.9,32.388888888888886,28.000000000000004,TRUE
29.777777777777775,26.44444444444444,997.0,94.5,12.6,16.9,32.88888888888889,26.77777777777778,FALSE
30.11111111111111,25.888888888888886,1006.9657406298645,99.4,4.6,8.9,33.5,25.72222222222222,TRUE
30.888888888888886,26.5,999.6,99.4,5.9,14.0,32.88888888888889,28.499999999999996,TRUE
29.944444444444446,26.11111111111111,1002.1,99.4,7.0,15.0,31.77777777777778,26.77777777777778,TRUE
28.388888888888886,25.72222222222222,1001.4,83.7,8.6,16.9,31.77777777777778,26.77777777777778,FALSE
28.388888888888886,25.888888888888886,1001.5,79.7,8.5,15.9,30.72222222222222,26.277777777777775,FALSE
27.444444444444446,26.277777777777775,999.6,86.1,3.9,15.0,28.000000000000004,25.72222222222222,FALSE
28.777777777777775,26.333333333333336,999.0,94.2,5.2,12.0,31.277777777777775,26.277777777777775,FALSE
30.11111111111111,27.77777777777778,998.9,92.8,5.7,8.9,33.5,26.77777777777778,FALSE
29.72222222222222,27.83333333333333,999.6,99.4,3.8,8.9,32.388888888888886,27.388888888888886,FALSE
30.0,27.61111111111111,999.8,94.3,4.4,12.0,32.88888888888889,27.388888888888886,TRUE
28.000000000000004,26.833333333333332,1006.9657406298645,67.6,5.4,16.9,31.277777777777775,25.72222222222222,FALSE
25.500000000000004,25.166666666666664,999.3,42.7,4.9,14.0,26.77777777777778,24.611111111111107,FALSE
27.277777777777775,25.500000000000004,1000.6,99.4,3.1,5.1,28.499999999999996,25.222222222222225,FALSE
27.111111111111107,25.833333333333332,1002.7,70.0,3.5,7.0,28.499999999999996,26.277777777777775,FALSE
27.333333333333336,25.999999999999996,1001.8,99.4,5.4,9.9,30.222222222222225,25.72222222222222,FALSE
27.722222222222225,25.72222222222222,1002.5,99.4,4.7,15.9,30.72222222222222,25.222222222222225,FALSE
27.666666666666664,25.944444444444446,1000.4,99.4,2.5,5.1,29.611111111111107,25.72222222222222,FALSE
27.277777777777775,24.777777777777775,998.9,99.4,4.2,9.9,28.000000000000004,25.72222222222222,FALSE
29.72222222222222,25.944444444444446,1001.2,99.4,5.8,21.0,32.388888888888886,25.72222222222222,TRUE
29.72222222222222,27.166666666666668,1002.0,99.4,2.9,7.0,31.77777777777778,27.388888888888886,TRUE
29.27777777777778,27.388888888888886,1004.5,92.3,5.6,12.0,32.388888888888886,26.77777777777778,TRUE
28.000000000000004,26.44444444444444,1004.8,83.6,4.3,14.0,32.388888888888886,26.277777777777775,FALSE
29.666666666666668,27.277777777777775,1002.1,99.4,3.6,7.0,32.388888888888886,26.277777777777775,TRUE
30.444444444444443,27.722222222222225,1000.5,99.4,3.7,8.9,33.5,27.388888888888886,FALSE
29.27777777777778,26.77777777777778,1001.4,99.4,5.0,8.9,33.5,26.77777777777778,FALSE
29.777777777777775,26.888888888888893,1001.0,99.4,4.5,9.9,32.88888888888889,26.77777777777778,TRUE
29.777777777777775,26.555555555555554,1000.6,94.8,7.7,16.9,32.88888888888889,26.77777777777778,FALSE
28.388888888888886,25.77777777777778,997.8,89.6,9.1,15.9,30.72222222222222,26.77777777777778,FALSE
28.166666666666668,25.38888888888889,998.2,85.2,9.6,15.9,31.277777777777775,26.277777777777775,FALSE
27.88888888888889,25.611111111111107,1000.8,85.4,8.3,15.9,30.72222222222222,25.72222222222222,FALSE
26.833333333333332,25.611111111111107,1001.4,61.0,4.5,15.9,29.611111111111107,25.222222222222225,FALSE
27.388888888888886,25.38888888888889,1003.4,75.6,4.8,14.0,30.222222222222225,24.611111111111107,FALSE
28.444444444444446,25.166666666666664,1005.2,90.1,6.4,12.0,31.277777777777775,25.222222222222225,FALSE
29.499999999999996,25.05555555555555,1004.0,99.4,6.3,9.9,31.77777777777778,26.77777777777778,TRUE
28.61111111111111,24.888888888888886,1001.5,94.9,6.5,14.0,31.77777777777778,25.72222222222222,FALSE
28.61111111111111,24.388888888888893,1001.1,94.7,7.2,14.0,31.277777777777775,24.611111111111107,FALSE
29.27777777777778,25.555555555555554,1002.5,99.4,5.7,12.0,31.77777777777778,25.72222222222222,TRUE
27.77777777777778,25.38888888888889,1003.1,94.8,5.2,14.0,30.72222222222222,25.72222222222222,FALSE
28.777777777777775,25.944444444444446,1003.6,99.4,3.8,12.0,31.77777777777778,26.277777777777775,TRUE
30.11111111111111,26.77777777777778,1003.4,99.4,3.9,8.9,33.5,26.277777777777775,FALSE
29.499999999999996,26.277777777777775,1005.0,89.9,4.6,14.0,34.111111111111114,26.277777777777775,FALSE
28.72222222222222,25.888888888888886,1004.9,94.6,3.4,12.0,32.88888888888889,25.72222222222222,FALSE
30.11111111111111,25.77777777777778,1003.5,99.4,2.0,5.1,33.5,26.277777777777775,TRUE
28.388888888888886,25.33333333333333,1005.2,99.4,3.0,8.9,32.388888888888886,26.277777777777775,TRUE
29.444444444444443,25.72222222222222,1005.3,99.4,3.8,9.9,31.77777777777778,26.277777777777775,TRUE
29.111111111111114,25.38888888888889,1003.8,99.4,5.1,13.0,33.5,25.222222222222225,FALSE
27.722222222222225,24.833333333333336,1003.9,99.4,4.2,7.0,30.72222222222222,25.222222222222225,TRUE
28.777777777777775,24.499999999999996,1002.7,99.4,4.5,12.0,32.388888888888886,24.611111111111107,TRUE
29.611111111111107,24.111111111111114,1002.9,99.4,8.5,19.0,33.5,25.72222222222222,TRUE
29.111111111111114,23.277777777777782,1005.5,99.4,7.5,14.0,32.88888888888889,25.222222222222225,TRUE
28.388888888888886,22.88888888888889,1007.7,99.4,4.0,8.9,32.88888888888889,24.111111111111114,TRUE
29.222222222222218,22.277777777777775,1008.8,99.4,3.9,7.0,34.111111111111114,24.111111111111114,TRUE
29.0,22.83333333333333,1010.1,99.4,2.8,7.0,33.5,23.000000000000004,TRUE
29.055555555555554,19.166666666666668,1008.5,99.4,3.7,8.9,32.88888888888889,22.388888888888886,TRUE
27.333333333333336,21.666666666666668,1007.8,99.4,4.3,14.0,32.388888888888886,22.388888888888886,TRUE
28.166666666666668,23.111111111111107,1008.6,99.4,3.5,7.0,32.388888888888886,23.499999999999996,TRUE
28.61111111111111,22.055555555555557,1009.1,99.4,3.2,8.9,34.111111111111114,23.499999999999996,TRUE
29.111111111111114,19.0,1008.4,76.1,6.5,15.9,34.61111111111111,22.388888888888886,TRUE
28.94444444444444,17.666666666666664,1007.0,85.4,6.4,15.9,34.61111111111111,21.277777777777775,TRUE
28.000000000000004,16.944444444444443,1007.9,99.4,6.4,9.9,34.111111111111114,21.277777777777775,TRUE
28.777777777777775,18.166666666666668,1008.2,99.4,2.9,8.9,35.22222222222222,21.277777777777775,TRUE
28.166666666666668,18.22222222222222,1010.2,61.7,3.3,8.9,34.61111111111111,20.72222222222222,TRUE
27.77777777777778,16.444444444444446,1010.6,85.4,1.6,5.1,33.5,20.222222222222225,TRUE
27.944444444444443,15.833333333333332,1011.4,99.4,2.2,7.0,34.111111111111114,20.222222222222225,TRUE
27.722222222222225,15.777777777777777,1009.1,99.4,3.0,7.0,34.111111111111114,20.72222222222222,TRUE
27.83333333333333,15.222222222222221,1008.6,99.4,3.2,8.9,33.5,19.61111111111111,TRUE
