@relation noaa

@attribute Temperature numeric
@attribute DewPoint numeric
@attribute SeaLevelPressure numeric
@attribute Visibility numeric
@attribute AverageWindSpeed numeric
@attribute MaximumSustainedWindSpeed numeric
@attribute MaximumTemperature numeric
@attribute MinimumTemperature numeric
@attribute class {TRUE,FALSE}

@data
19.555555555555557,16.944444444444443,1011.9299038059389,34.1,0.3,1.9,22.388888888888886,18.000000000000004,TRUE
23.055555555555554,18.000000000000004,1011.9299038059389,66.6,1.0,7.0,30.72222222222222,18.000000000000004,FALSE
22.388888888888886,18.444444444444446,1011.9299038059389,64.4,0.7,4.1,27.388888888888886,19.111111111111114,FALSE
21.888888888888893,18.111111111111107,1011.9299038059389,61.1,4.1,8.0,28.000000000000004,18.499999999999996,FALSE
21.999999999999996,16.944444444444443,1011.9299038059389,71.2,1.8,7.0,25.72222222222222,18.499999999999996,FALSE
23.000000000000004,17.055555555555557,1011.9299038059389,83.7,0.5,4.1,27.388888888888886,18.000000000000004,FALSE
21.888888888888893,18.000000000000004,1011.9299038059389,80.2,0.6,2.9,25.72222222222222,19.111111111111114,FALSE
21.333333333333336,17.83333333333333,1011.9299038059389,67.4,0.6,5.1,27.388888888888886,18.000000000000004,FALSE
22.11111111111111,18.388888888888886,1011.9299038059389,35.7,0.4,5.1,27.388888888888886,18.499999999999996,FALSE
21.944444444444443,16.944444444444443,1011.9299038059389,95.4,1.4,8.0,27.388888888888886,15.72222222222222,TRUE
21.222222222222225,16.833333333333332,1011.9299038059389,79.6,0.3,5.1,27.388888888888886,17.388888888888886,TRUE
20.166666666666664,14.944444444444443,1011.9299038059389,48.5,1.7,8.0,25.72222222222222,15.222222222222221,FALSE
20.0,16.333333333333332,1011.9299038059389,34.9,0.6,4.1,23.499999999999996,16.277777777777775,FALSE
21.44444444444444,16.555555555555554,1011.9299038059389,5.2,0.5,5.1,23.499999999999996,18.499999999999996,FALSE
21.166666666666664,18.111111111111107,1011.9299038059389,99.4,3.2,7.0,24.611111111111107,16.88888888888889,TRUE
20.944444444444446,16.222222222222225,1011.9299038059389,83.0,4.1,8.0,25.72222222222222,15.222222222222221,FALSE
20.222222222222225,16.166666666666668,1011.9299038059389,77.8,2.1,6.0,24.111111111111114,15.222222222222221,FALSE
19.72222222222222,17.0,1011.9299038059389,60.5,2.4,8.9,24.111111111111114,15.72222222222222,FALSE
20.33333333333333,16.88888888888889,1011.9299038059389,82.8,1.7,7.0,24.111111111111114,16.277777777777775,FALSE
18.88888888888889,16.61111111111111,1011.9299038059389,32.8,1.3,2.9,24.111111111111114,16.88888888888889,FALSE
18.777777777777775,16.944444444444443,1011.9299038059389,54.8,1.9,5.1,21.277777777777775,15.72222222222222,FALSE
19.72222222222222,16.333333333333332,1011.9299038059389,77.6,2.5,8.9,24.111111111111114,15.222222222222221,TRUE
19.61111111111111,16.5,1011.9299038059389,84.8,2.2,8.9,24.111111111111114,15.222222222222221,FALSE
19.555555555555557,16.055555555555554,1011.9299038059389,80.3,4.1,9.9,22.388888888888886,15.72222222222222,FALSE
19.61111111111111,16.38888888888889,1011.9299038059389,91.7,2.1,5.1,23.000000000000004,16.277777777777775,FALSE
19.444444444444443,12.722222222222221,1011.9299038059389,99.4,2.8,8.9,23.000000000000004,14.11111111111111,TRUE
18.499999999999996,14.611111111111109,1011.9299038059389,44.2,0.9,2.9,24.111111111111114,14.11111111111111,TRUE
18.111111111111107,14.444444444444445,1011.9299038059389,54.9,2.6,7.0,21.277777777777775,10.72222222222222,TRUE
19.777777777777775,14.055555555555554,1011.9299038059389,55.0,3.1,8.0,24.111111111111114,13.499999999999998,TRUE
19.555555555555557,14.166666666666666,1011.9299038059389,44.2,2.0,5.1,23.000000000000004,15.72222222222222,FALSE
20.72222222222222,14.833333333333334,1011.9299038059389,38.8,2.3,6.0,24.611111111111107,15.72222222222222,TRUE
20.33333333333333,15.555555555555555,1011.9299038059389,33.2,0.3,2.9,24.111111111111114,16.88888888888889,FALSE
20.777777777777782,16.222222222222225,1011.9299038059389,52.8,3.0,7.0,25.222222222222225,16.88888888888889,TRUE
21.38888888888889,17.22222222222222,1011.9299038059389,59.0,2.4,5.1,24.611111111111107,15.222222222222221,FALSE
18.22222222222222,16.11111111111111,1011.9299038059389,32.1,1.3,2.9,21.277777777777775,14.611111111111109,FALSE
19.499999999999996,16.88888888888889,1011.9299038059389,40.1,0.8,6.0,23.000000000000004,15.222222222222221,FALSE
20.444444444444443,16.72222222222222,1011.9299038059389,55.3,2.6,6.0,24.111111111111114,16.277777777777775,TRUE
21.38888888888889,17.11111111111111,1011.9299038059389,80.8,3.3,7.0,25.222222222222225,17.388888888888886,TRUE
22.11111111111111,17.83333333333333,1011.9299038059389,94.0,3.2,9.9,26.77777777777778,17.388888888888886,FALSE
21.555555555555554,16.944444444444443,1011.9299038059389,88.4,2.0,6.0,26.77777777777778,14.611111111111109,TRUE
21.166666666666664,16.72222222222222,1011.9299038059389,66.8,2.6,9.9,25.72222222222222,16.277777777777775,FALSE
18.777777777777775,16.61111111111111,1011.9299038059389,22.2,3.5,7.0,21.277777777777775,14.611111111111109,FALSE
21.055555555555557,16.555555555555554,1011.9299038059389,77.8,4.3,8.9,24.111111111111114,13.499999999999998,TRUE
21.055555555555557,15.555555555555555,1011.9299038059389,77.4,2.7,7.0,24.611111111111107,14.11111111111111,TRUE
