@relation noaa

@attribute Temperature numeric
@attribute DewPoint numeric
@attribute SeaLevelPressure numeric
@attribute Visibility numeric
@attribute AverageWindSpeed numeric
@attribute MaximumSustainedWindSpeed numeric
@attribute MaximumTemperature numeric
@attribute MinimumTemperature numeric
@attribute class {TRUE,FALSE}

@data
14.166666666666666,9.722222222222221,991.3,23.3,6.0,14.0,17.77777777777778,5.0,FALSE
17.5,10.72222222222222,1007.8594241535591,23.9,7.5,12.0,20.611111111111107,13.277777777777777,TRUE
16.5,10.833333333333334,1007.8594241535591,23.3,6.0,15.9,19.388888888888893,10.611111111111112,FALSE
14.277777777777779,9.722222222222221,1002.9,31.1,7.0,14.0,18.277777777777782,6.722222222222223,TRUE
15.555555555555555,9.581321659370433,1007.8594241535591,23.3,5.0,12.0,18.88888888888889,7.222222222222222,FALSE
15.833333333333332,9.166666666666666,1007.8594241535591,23.3,5.5,12.0,18.88888888888889,7.777777777777778,FALSE
15.166666666666664,7.777777777777778,1007.8594241535591,23.9,6.5,12.0,20.611111111111107,6.111111111111111,TRUE
14.444444444444445,6.944444444444445,1007.8594241535591,26.4,6.0,14.0,19.388888888888893,2.7777777777777777,FALSE
14.444444444444445,1.1111111111111112,1006.8,23.3,6.5,15.9,19.388888888888893,2.7777777777777777,FALSE
14.722222222222221,6.7777777777777795,1006.8,23.3,8.0,15.9,18.88888888888889,3.888888888888889,FALSE
14.722222222222221,7.222222222222222,1007.0,23.3,6.0,9.9,18.88888888888889,4.388888888888888,FALSE
16.11111111111111,7.222222222222222,1007.0,31.1,6.5,12.0,20.0,8.88888888888889,TRUE
15.277777777777777,5.166666666666665,1005.0,31.1,5.0,12.0,21.11111111111111,3.888888888888889,TRUE
16.944444444444443,6.222222222222223,1005.0,31.1,3.5,14.0,22.77777777777778,7.777777777777778,TRUE
16.77777777777778,6.7777777777777795,1005.1,31.1,4.0,8.0,23.277777777777782,5.611111111111112,TRUE
15.222222222222221,8.777777777777777,1005.9,26.4,6.0,12.0,19.388888888888893,4.388888888888888,FALSE
15.277777777777777,6.666666666666666,1007.0,23.6,5.5,9.9,20.0,6.111111111111111,TRUE
16.666666666666668,7.333333333333335,1008.5,23.6,6.5,12.0,20.611111111111107,7.222222222222222,TRUE
16.222222222222225,10.444444444444443,1008.4,31.1,7.5,12.0,19.388888888888893,12.222222222222221,TRUE
15.666666666666668,8.166666666666668,1009.3,31.1,8.5,12.0,18.277777777777782,10.0,TRUE
15.833333333333332,8.61111111111111,1009.7,31.1,8.7,16.9,18.277777777777782,11.11111111111111,TRUE
15.38888888888889,9.5,1009.6,23.9,7.0,15.9,20.0,8.277777777777777,FALSE
15.0,11.222222222222223,1009.8,23.3,4.5,12.0,20.0,8.88888888888889,FALSE
15.444444444444443,11.38888888888889,1008.8,23.3,4.0,9.9,18.88888888888889,9.388888888888888,FALSE
16.38888888888889,10.944444444444446,1007.9,31.1,7.4,9.9,20.0,10.0,TRUE
15.833333333333332,11.38888888888889,1006.6,31.1,5.0,12.0,18.277777777777782,10.0,TRUE
16.38888888888889,8.722222222222223,1007.8,31.1,6.5,12.0,20.0,9.388888888888888,TRUE
16.11111111111111,9.333333333333332,1008.8,23.6,8.0,15.9,20.0,6.722222222222223,TRUE
14.611111111111109,11.833333333333332,1008.1,23.3,9.8,19.0,17.22222222222222,7.777777777777778,FALSE
17.22222222222222,11.722222222222223,1007.1,31.1,7.0,9.9,20.0,12.222222222222221,TRUE
16.277777777777775,10.72222222222222,1008.3,23.4,6.0,9.9,20.611111111111107,7.777777777777778,FALSE
16.77777777777778,10.72222222222222,1006.8,31.1,6.5,15.9,20.0,11.11111111111111,TRUE
16.5,9.277777777777779,1005.8,31.1,6.0,9.9,20.0,10.0,TRUE
17.22222222222222,11.38888888888889,1006.2,23.9,8.7,19.0,21.11111111111111,9.388888888888888,TRUE
15.833333333333332,11.777777777777779,1005.9,31.1,3.5,8.0,18.277777777777782,12.777777777777777,TRUE
16.38888888888889,11.500000000000002,1005.9,31.1,6.0,8.0,18.277777777777782,12.222222222222221,TRUE
15.111111111111112,12.777777777777777,1005.8,31.1,6.0,15.9,17.22222222222222,11.11111111111111,FALSE
14.722222222222221,11.38888888888889,1006.6,31.1,3.5,9.9,16.72222222222222,11.11111111111111,TRUE
16.38888888888889,13.333333333333332,1005.7,23.3,4.5,9.9,19.388888888888893,11.11111111111111,FALSE
16.77777777777778,11.38888888888889,1004.1,23.3,6.0,12.0,19.388888888888893,10.0,FALSE
18.499999999999996,11.944444444444445,1003.5,31.1,7.0,12.0,22.22222222222222,11.11111111111111,TRUE
16.11111111111111,10.72222222222222,1001.7,31.1,3.0,12.0,20.611111111111107,9.388888888888888,TRUE
17.055555555555557,12.333333333333334,1007.8594241535591,23.6,5.5,14.0,19.388888888888893,11.11111111111111,TRUE
16.333333333333332,8.499999999999998,1003.0,31.1,7.4,9.9,19.388888888888893,9.388888888888888,TRUE
15.555555555555555,8.444444444444446,1003.9,23.9,8.5,14.0,19.388888888888893,7.222222222222222,TRUE
16.38888888888889,10.999999999999998,1004.4,23.9,6.5,9.9,19.388888888888893,11.722222222222223,TRUE
18.055555555555554,9.277777777777779,1007.8594241535591,31.1,10.4,12.0,21.722222222222218,12.777777777777777,TRUE
17.61111111111111,5.166666666666665,1003.1,31.1,7.5,12.0,22.22222222222222,7.222222222222222,TRUE
17.666666666666664,4.8888888888888875,1001.8,31.1,6.5,12.0,21.722222222222218,8.277777777777777,TRUE
16.944444444444443,8.88888888888889,1007.8594241535591,31.1,5.5,14.0,21.722222222222218,7.222222222222222,TRUE
15.833333333333332,9.444444444444445,1007.8594241535591,16.2,5.5,14.0,20.611111111111107,5.611111111111112,FALSE
15.277777777777777,9.888888888888888,1005.8,2.2,10.0,15.9,17.77777777777778,10.611111111111112,TRUE
15.277777777777777,10.277777777777777,1006.5,2.5,10.1,12.0,19.388888888888893,10.0,TRUE
17.22222222222222,11.222222222222223,1006.5,2.0,6.0,14.0,21.722222222222218,8.277777777777777,FALSE
17.22222222222222,12.111111111111109,1003.4,1.2,10.0,15.9,20.0,11.722222222222223,TRUE
17.5,12.055555555555557,1004.6,1.2,8.2,22.9,21.11111111111111,11.11111111111111,TRUE
16.5,10.444444444444443,1005.1,9.0,5.0,9.9,22.22222222222222,7.777777777777778,FALSE
16.222222222222225,11.11111111111111,1006.3,2.9,5.5,12.0,20.611111111111107,8.277777777777777,FALSE
16.5,10.72222222222222,1005.8,31.1,7.0,12.0,18.277777777777782,12.777777777777777,FALSE
17.333333333333336,11.11111111111111,1004.2,31.1,8.4,14.0,22.22222222222222,10.0,TRUE
16.38888888888889,10.555555555555555,1003.5,31.1,8.0,12.0,18.277777777777782,13.88888888888889,FALSE
16.5,11.222222222222223,1004.8,23.9,7.5,15.9,20.0,11.11111111111111,FALSE
17.055555555555557,9.166666666666666,1004.5,31.1,7.4,9.9,20.0,10.611111111111112,TRUE
17.22222222222222,9.333333333333332,1005.1,31.1,5.4,9.9,21.722222222222218,10.611111111111112,TRUE
17.11111111111111,8.61111111111111,1005.0,23.9,5.0,9.9,20.611111111111107,11.11111111111111,TRUE
15.999999999999998,8.88888888888889,1003.8,23.9,7.5,12.0,19.388888888888893,8.88888888888889,FALSE
16.38888888888889,11.555555555555554,1006.1,31.1,5.5,12.0,19.388888888888893,12.777777777777777,FALSE
16.5,11.944444444444445,1005.1,31.1,7.5,15.9,19.388888888888893,12.222222222222221,TRUE
16.944444444444443,11.944444444444445,1004.2,31.1,4.0,6.0,23.277777777777782,12.222222222222221,TRUE
13.499999999999998,11.222222222222223,1005.0,23.6,4.5,12.0,15.61111111111111,11.722222222222223,FALSE
15.444444444444443,8.055555555555555,1003.7,23.6,7.5,12.0,18.88888888888889,8.277777777777777,TRUE
15.72222222222222,8.166666666666668,1003.2,23.5,6.5,9.9,20.0,7.777777777777778,FALSE
