@relation noaa

@attribute Temperature numeric
@attribute DewPoint numeric
@attribute SeaLevelPressure numeric
@attribute Visibility numeric
@attribute AverageWindSpeed numeric
@attribute MaximumSustainedWindSpeed numeric
@attribute MaximumTemperature numeric
@attribute MinimumTemperature numeric
@attribute class {TRUE,FALSE}

@data
6.111111111111111,5.091556614125451,1025.4,4.7,9.0,13.0,15.0,2.7777777777777777,FALSE
4.388888888888888,5.091556614125451,1025.4,0.4,9.0,13.0,5.0,3.888888888888889,FALSE
4.833333333333335,5.091556614125451,1022.7,0.4,12.2,23.9,6.111111111111111,2.2222222222222223,FALSE
2.7777777777777777,5.091556614125451,1007.2,0.6,20.1,23.9,5.0,2.7777777777777777,FALSE
1.3888888888888888,5.091556614125451,1005.0,5.7,11.7,13.0,5.0,-2.7777777777777777,FALSE
-2.7777777777777777,5.091556614125451,1022.1,1.0,9.5,13.0,-1.1111111111111112,-7.777777777777778,FALSE
-2.5,5.091556614125451,1019.9,1.7,4.3,5.1,-2.2222222222222223,-2.7777777777777777,FALSE
-3.5555555555555545,5.091556614125451,1023.2,7.8,8.4,8.9,-2.2222222222222223,-11.11111111111111,TRUE
-4.888888888888889,5.091556614125451,1025.7,7.0,6.6,8.9,-2.7777777777777777,-6.111111111111111,FALSE
-6.555555555555555,5.091556614125451,1023.7,6.6,10.5,43.9,0.0,-12.222222222222221,TRUE
-9.722222222222221,5.091556614125451,1020.8,5.3,10.2,18.1,-7.777777777777778,-12.222222222222221,FALSE
-9.222222222222223,5.091556614125451,1029.3,6.7,5.2,8.9,-5.0,-12.222222222222221,TRUE
-7.222222222222222,5.091556614125451,1025.9,5.3,4.3,5.1,-5.0,-8.88888888888889,TRUE
-9.666666666666666,5.091556614125451,1028.1,2.0,7.7,23.9,-7.777777777777778,-12.777777777777777,FALSE
-9.11111111111111,5.091556614125451,1030.8,3.5,7.8,13.0,-3.888888888888889,-15.0,FALSE
-11.0,5.091556614125451,1033.1,3.7,4.0,5.1,-5.0,-15.0,FALSE
-14.944444444444443,5.091556614125451,1001.6,1.4,19.3,23.9,-8.88888888888889,-17.77777777777778,TRUE
-18.722222222222225,5.091556614125451,1011.0,3.0,7.4,13.0,-17.22222222222222,-20.0,TRUE
-13.666666666666668,5.091556614125451,1019.1,3.2,9.0,18.1,-3.888888888888889,-22.22222222222222,FALSE
-9.61111111111111,5.091556614125451,1000.9,2.3,11.7,13.0,-7.777777777777778,-12.222222222222221,FALSE
-9.833333333333332,5.091556614125451,1011.2,2.3,8.4,13.0,-7.222222222222222,-18.88888888888889,FALSE
-9.444444444444445,5.091556614125451,1013.0,1.8,6.1,8.9,-7.222222222222222,-12.777777777777777,FALSE
-1.9444444444444444,5.091556614125451,1016.6,0.2,9.3,18.1,0.0,-3.888888888888889,FALSE
-3.166666666666666,5.091556614125451,1026.1,9.3,6.2,8.9,0.0,-7.222222222222222,TRUE
-7.388888888888889,5.091556614125451,1027.0,5.7,6.9,13.0,-2.2222222222222223,-12.222222222222221,TRUE
-6.666666666666666,5.091556614125451,1018.1,9.1,17.5,29.9,-2.7777777777777777,-11.11111111111111,FALSE
-10.777777777777777,5.091556614125451,1020.9,1.0,27.5,36.9,-7.222222222222222,-11.11111111111111,FALSE
-9.833333333333332,5.091556614125451,1025.5,8.9,22.0,23.9,-8.88888888888889,-12.222222222222221,FALSE
-8.333333333333334,5.091556614125451,1011.6,4.7,23.9,29.9,-3.888888888888889,-11.11111111111111,FALSE
-2.2222222222222223,5.091556614125451,1015.5,4.0,9.0,13.0,0.0,-6.111111111111111,TRUE
-0.3333333333333341,5.091556614125451,1012.9,1.8,16.3,23.9,2.2222222222222223,-6.111111111111111,FALSE
0.44444444444444287,5.091556614125451,1012.9,0.7,8.9,8.9,1.1111111111111112,-1.1111111111111112,FALSE
